column_name,column_type,column_description,sample_value,ref_key
INTERNATIONAL_TRADE_ADMINISTRATION_EXPORT_ASSISTANCE_CENTER_NAME,TEXT,Name of the ITA export assistance center.,"[""Reno U.S. Export Assistance Center"", ""Houston U.S. Export Assistance Center"", ""Savannah U.S. Export Assistance Center""]",
APO_ADDRESS,TEXT,Mailing address for military posts abroad.,[],
MAIL_INSTRUCTIONS,TEXT,Special mail instructions for reaching out to the ITA export assistance center.,[],
ADDRESS,TEXT,Address for the ITA export assistance center.,"[""Northern Nevada Export Assistance Center, 704 W. Nye Lane, Suite 201, Reno, NV 89703"", ""Houston U.S. Export Assistance Center, 1919 Smith St., Suite 10079, Houston, TX  77002"", ""Savannah U.S. Export Assistance Center, 111 E. Liberty St., Suite 202, Savannah, GA 31401""]",
WEBSITE_URL,TEXT,URL for the ITA export assistance center.,"[""http://www.export.gov/nevada/reno"", ""http://www.export.gov/texas/houston/"", ""http://www.export.gov/georgia/""]",
EMAIL,TEXT,Email address for the ITA export assistance center.,"[""janis.kalnins@trade.gov"", ""Office.Houston@trade.gov"", ""Todd.Gerken@trade.gov""]",
GEO_ID_COUNTRY,TEXT,Unique geographic identifier for the country associated with the ITA export assistance center.,"[""country/USA""]",
INTERNATIONAL_TRADE_ADMINISTRATION_EXPORT_ASSISTANCE_CENTER_POST,TEXT,Name of the ITA post (usually a major city associated with the ITA export assistance center).,"[""Reno"", ""Houston"", ""Savannah""]",
ASSOCIATED_GEO_ID_ZIPS,ARRAY,"Array of zip codes that are associated with the ITA export assistance center, joinable to GEOGRAPHY_INDEX.",[],
FAX,TEXT,Fax number for the ITA export assistance center.,"[""281-228-5663"", ""912-652-4675"", ""304-243-5494""]",
INTERNATIONAL_TRADE_ADMINISTRATION_EXPORT_ASSISTANCE_CENTER_ID,TEXT,Unique identifier for each International Trade Administration (ITA) export assistance center.,"[""VW5pdGVkIFN0YXRlcy1SZW5v"", ""VW5pdGVkIFN0YXRlcy1Ib3VzdG9u"", ""VW5pdGVkIFN0YXRlcy1TYXZhbm5haA""]",
GEO_ID_STATE,TEXT,Unique geographic identifier for the state associated with the ITA export assistance center.,"[""geoId/32"", ""geoId/48"", ""geoId/13""]",
PHONE,TEXT,Phone number for the ITA export assistance center.,"[""775-301-0037"", ""281-228-5650"", ""912-652-4204""]",
