column_name,column_type,column_description,sample_value,ref_key
TERTIARY_VENUE,VARIANT,JSON details of the tertiary venue for the trade event (if applicable).,[],
TRADE_EVENT_URL,TEXT,URL to see the trade event details.,"[""https://www.trade.gov/attend-event"", ""https://www.trade.gov/GDEITradeMissionCaibbeanRegion""]",
RELEVANT_INDUSTRIES,ARRAY,Industries relevant to the trade event.,"[""[\n  \""Education\""\n]"", ""[\n  \""Fire Safety and Rescue Equipment\"",\n  \""Public Safety\"",\n  \""Safety and Protection\"",\n  \""Safety and Security\"",\n  \""Security and Safety Equipment\""\n]"", ""[\n  \""Computer Systems\"",\n  \""Cybersecurity\"",\n  \""Information Services\"",\n  \""Information Technology Services\"",\n  \""Information and Communications Technology\"",\n  \""Security Services\"",\n  \""Security Technology\"",\n  \""Software\""\n]""]",
TRADE_EVENT_DESCRIPTION,TEXT,Description of the trade event details.,"[""<h2>SelectUSA Mexico Conference </h2>\n<h3>The SelectUSA Mexico Conference is set to become a must-attend event for U.S. economic developers seeking to attract Mexican investments.</h3>\n<h3>The SelectUSA Mexico Conference will enable U.S. state, local, and regional economic development organizations (EDOs) to directly showcase their offerings to qualified Mexican investors and prospects. Conversely, it equips Mexican investors and startups with the essential information and contacts necessary for expansion and success in the United States.</h3>\n<h3>Our Mexico Conference will include a third day dedicated to SelectUSA Tech. We will provide targeted training sessions for selected tech industry startups, concluding with pitching competitions.</h3>\n<h3>Spaces are limited, so don't miss out - secure your spot now, as they will be awarded on a first-come, first-served basis. Register today to seize this incredible opportunity!<br /><br /></h3>""]",
REGISTRATION_TYPE,TEXT,"Type of registration required for the trade event (e.g., Registration, Application).",[],
PRIMARY_VENUE_GEO_ID_STATE,TEXT,Unique geographic identifier for the state associated with the trade event's primary venue.,"[""geoId/22""]",
TRADE_EVENT_NAME,TEXT,Specific name of the trade event.,"[""U.S. Commercial Service Meetings at NAFSA 2024"", ""Canadian Emergency Preparedness and Climate Adaptation Convention (CEPCA) 2024"", ""Cyber Opportunities in the Middle East""]",
PRIMARY_VENUE_STREET,TEXT,Street of the trade event space that is the primary venue.,"[""New Orleans Ernest N. Morial Convention Center"", ""55 Colonel By Drive"", ""TBC""]",
TRADE_EVENT_TYPE,TEXT,Trade event format.,"[""In-Person"", ""Virtual / Online""]",
TRADE_EVENT_ID,TEXT,Unique identifier for a trade event provided by the International Trade Administration (ITA).,"[""ITA-aW5ldmVudC04MDkyNA"", ""ITA-aW5ldmVudC04MjkxNw"", ""ITA-aW5ldmVudC04MTY0Mw""]",
START_DATE,DATE,First date of the trade event.,"[""2024-05-28"", ""2024-09-24"", ""2024-05-15""]",
REGISTRATION_URL,TEXT,URL to sign up for the trade event.,"[""https://events.trade.gov/en/TradeGov/USCommercialServiceMeetingsatNAFSA2024/index.php"", ""https://events.trade.gov/en/TradeGov/CanadianEmergencyPreparednessandClimateAdaptationC/index.php"", ""https://events.trade.gov/en/TradeGov/CyberOpportunitiesintheMiddleEast-9884-1711648972/index.php""]",
END_DATE,DATE,Last date of the trade event.,"[""2024-05-31"", ""2024-09-26"", ""2024-05-15""]",
PRIMARY_VENUE_NAME,TEXT,Name of the trade event space that is the primary venue.,[],
PRIMARY_VENUE_CITY,TEXT,City of the primary venue for the trade event.,"[""Orleans Parish"", ""Ottawa"", ""Mexico City""]",
SECONDARY_VENUE,VARIANT,JSON details of the secondary venue for the trade event (if applicable).,[],
CONTACTS,TEXT,List of points of contact associated with the trade event.,"[""[{\""email\"":\""alexandra.natale@trade.gov\"",\""name\"":null,\""person_title\"":null,\""phone\"":null,\""post\"":null}]"", ""[]"", ""[{\""email\"":\""samantha.feder@trade.gov\"",\""name\"":null,\""person_title\"":null,\""phone\"":null,\""post\"":null}]""]",
PRIMARY_VENUE_GEO_ID_COUNTRY,TEXT,Unique geographic identifier for the country associated with the trade event's primary venue.,"[""country/USA""]",
