column_name,column_type,column_description,sample_value,ref_key
rss_url,TEXT,,"[""""]",
term_start,TEXT,,"[""1993-01-05"", ""1987-01-06"", ""2007-01-04""]",
term_end,TEXT,,"[""1995-01-03"", ""1989-01-03"", ""2013-01-03""]",
phone,TEXT,,"["""", ""202-224-6324"", ""202-225-6611""]",
term_number,NUMBER,,[0],
party,TEXT,,"[""Democrat"", ""Republican""]",
id_bioguide,TEXT,,"[""B000944"", ""C000127"", ""C000141""]",
contact_form,TEXT,,"["""", ""http://www.casey.senate.gov/contact/""]",
term_id,TEXT,,"[""B000944-0"", ""C000127-0"", ""C000141-0""]",
district,FLOAT,,"[13.0, 1.0, 3.0]",
fax,TEXT,,"["""", ""202-228-0604""]",
state_rank,TEXT,,"[""""]",
state,TEXT,,"[""OH"", ""WA"", ""MD""]",
class,FLOAT,,[1.0],
address,TEXT,,"["""", ""393 RUSSELL SENATE OFFICE BUILDING WASHINGTON DC 20510"", ""1520 Longworth House Office Building; Washington DC 20515-1201""]",
caucus,TEXT,,"[""""]",
office,TEXT,,"["""", ""393 Russell Senate Office Building"", ""1520 Longworth House Office Building""]",
url,TEXT,,"["""", ""http://casey.senate.gov/"", ""https://fulcher.house.gov""]",
how,TEXT,,"[""""]",
term_type,TEXT,,"[""rep"", ""sen""]",
