column_name,column_type,column_description,sample_value,ref_key
logo_medium,TEXT,,"[""https://www.ncaa.com/sites/default/files/images/logos/schools/c/columbia.70.png"", ""https://www.ncaa.com/sites/default/files/images/logos/schools/p/penn.70.png"", ""https://www.ncaa.com/sites/default/files/images/logos/schools/t/texas.70.png""]",
venue_name,TEXT,,"[""Francis S. Levien Gymnasium"", ""Palestra"", ""Frank C. Erwin Jr. Center""]",
code_ncaa,NUMBER,,"[158, 540, 703]",
league_id,TEXT,,"[""cd4268ee-07aa-4c4d-a435-ec44ad2c76cb""]",
league_name,TEXT,,"[""NCAA MEN""]",
division_alias,TEXT,,"[""D1""]",
school_ncaa,TEXT,,"[""Columbia"", ""Penn"", ""Texas""]",
id,TEXT,,"[""ca74bd67-034c-4468-8487-6f983f5eb4f6"", ""e6c94452-1adf-4fb9-90e5-10f165c57c5a"", ""6ed15092-2670-450a-99c2-61d861e87644""]",
venue_zip,TEXT,,"[""10027"", ""19104"", ""78701""]",
conf_id,TEXT,,"[""c2d16439-b791-4f9b-84d9-80cf457a0676"", ""2853cf4d-6d62-4ec6-8e2c-d69f7a01a557""]",
conf_alias,TEXT,,"[""IVY"", ""BIG12""]",
venue_city,TEXT,,"[""New York"", ""Philadelphia"", ""Austin""]",
venue_state,TEXT,,"[""NY"", ""PA"", ""TX""]",
market,TEXT,,"[""Columbia"", ""Pennsylvania"", ""Texas""]",
logo_small,TEXT,,"[""https://www.ncaa.com/sites/default/files/images/logos/schools/c/columbia.24.png"", ""https://www.ncaa.com/sites/default/files/images/logos/schools/p/penn.24.png"", ""https://www.ncaa.com/sites/default/files/images/logos/schools/t/texas.24.png""]",
division_name,TEXT,,"[""NCAA Division I""]",
logo_large,TEXT,,"[""https://www.ncaa.com/sites/default/files/images/logos/schools/c/columbia.200.png"", ""https://www.ncaa.com/sites/default/files/images/logos/schools/p/penn.200.png"", ""https://www.ncaa.com/sites/default/files/images/logos/schools/t/texas.200.png""]",
turner_name,TEXT,,"[""Columbia University-Barnard College"", ""University of Pennsylvania"", ""University of Texas at Austin""]",
league_alias,TEXT,,"[""NCAAM""]",
venue_country,TEXT,,"[""USA""]",
kaggle_team_id,NUMBER,,"[1162, 1335, 1400]",
venue_id,TEXT,,"[""e30178c1-fbfc-47e0-92f7-37855cb3a81b"", ""bc28056a-d3aa-4b45-b19e-24608db3a675"", ""3c6914ce-a224-4a6d-b742-3f18f7aeec64""]",
name,TEXT,,"[""Lions"", ""Quakers"", ""Longhorns""]",
venue_capacity,NUMBER,,"[2500, 8722, 16540]",
alias,TEXT,,"[""CLMB"", ""PENN"", ""TEX""]",
conf_name,TEXT,,"[""Ivy"", ""Big 12""]",
venue_address,TEXT,,"[""3030 Broadway"", ""215 S 33rd St"", ""1701 Red River Street""]",
division_id,TEXT,,"[""c5a8d640-5093-4044-851d-2c562e929994""]",
