column_name,column_type,column_description,sample_value,ref_key
tumor_type,TEXT,"Tumor Type; e.g. Primary, Type 1, Type 2",[],
vital_status,TEXT,"Survival state of the participant; e.g. dead, alive","[""Dead""]",
other_malignancy_type,TEXT,"Indicates whether another malignancy occurred before or at the same time; e.g. Prior Malignancy, Synchronous Malignancy",[],
person_neoplasm_cancer_status,TEXT,"The participant's cancer status; e.g. With Tumor, Tumor Free","[""WITH TUMOR""]",
pathologic_N,TEXT,"The pathologic N score is a rating of the extent of cancer within nearby lymph nodes, based on surgery or biopsy; e.g. N1, N2, N3",[],
clinical_T,TEXT,"The clinical T score is a rating of the extent of the primary tumor, based on results of tests done before surgery, such as physical exams and imaging scans; e.g. T1, T2, T3, T4",[],
tss_code,TEXT,Tissue Source Site Code; see https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/tissue-source-site-codes for explanation of codes,"[""02""]",
pathologic_stage,TEXT,"The stage of the cancer, based on surgery or biopsy; e.g. Stage I, Stage II, Stage III, Stage IV",[],
psa_value,FLOAT,A male participant's Prostrate-Specific Antigen (PSA) value,[],
other_malignancy_anatomic_site,TEXT,"The site on the body where the other malignancy occurred; e.g. Bladder, Uterus, etc.",[],
history_of_neoadjuvant_treatment,TEXT,"Describes the patient's history of neoadjuvant treatment and the kind of treament given prior to resection of the tumor; e.g. Yes, Pharmaceutical Treatment Prior to Resection, etc.","[""No""]",
age_at_diagnosis,NUMBER,"Age, in years, at which a condition or disease was first diagnosed",[50.0],
icd_10,TEXT,Alphanumeric value used to describe the disease code from the tenth version of the International Classification of Disease (ICD-10),"[""C71.9""]",
ethnicity,TEXT,"The ethnic origination of a participant, independent from race; e.g. Not Hispanic or Latino, Hispanic or Latino","[""NOT HISPANIC OR LATINO""]",
days_to_birth,NUMBER,"Days since birth (a negative value, relative to the date of diagnosis which is considered to be t=0)",[-18341.0],
hpv_calls,TEXT,"HPV strains; e.g. HPV18, HPV45, etc.",[],
number_pack_years_smoked,FLOAT,The number of packs smoked per day times the number of years smoked by the participant,[],
residual_tumor,TEXT,"Status of the tissue margin following surgical resection; e.g. R0, R1, R2, RX",[],
batch_number,NUMBER,The BCR Batch Code; see https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/bcr-batch-codes for explanation of the codes,[1.0],
program_name,TEXT,"Program Name, always TCGA (The Cancer Genome Atlas) in this table.","[""TCGA""]",
case_barcode,TEXT,TCGA patient/case barcode; e.g. TCGA-06-0119,"[""TCGA-01-0630"", ""TCGA-01-0633"", ""TCGA-01-0636""]",
gleason_score_combined,NUMBER,The Gleason Score (ranging from 1 -5) is the grade of the aggressiveness of prostate cancer. The combined Gleason Score is the primary Gleason score  (for the largest area of the tumor) added to the secondary Gleason Score (for the next largest section of the tumor).,[],
menopause_status,TEXT,"A female participant's menopausal status; e.g. Post, Pre, Indeterminate, Peri",[],
pregnancies,TEXT,"The number of times (including currently if it applies) that a female participant has been pregnant, regardless of outcome.",[],
clinical_N,TEXT,"The clinical N score is a rating of the extent of cancer within nearby lymph nodes, based on results of tests done before surgery, such as physical exams and imaging scans; e.g. N1, N2, N3",[],
clinical_M,TEXT,"The clinical M score is a rating of metastasis, that is, how much cancer has spread to distant sites. It is based on results of tests done before surgery, such as physical exams and imaging scans; e.g. MX, M0, M1",[],
primary_therapy_outcome_success,TEXT,"Kind of outcome achieved after the completion of the initial course of treatment; e.g. Complete Remission/Response, Progressive Disease, etc.",[],
other_dx,TEXT,"Indicator and type of other diagnosis; e.g. No; Yes, History of Prior Malignancy; Yes, History of Synchronous/Bilateral Malignancy; Both History of Synchronous/Bilateral and Prior Malignancy",[],
country,TEXT,"Country of the participant; e.g. Germany, United States, Canada, etc.",[],
days_to_submitted_specimen_dx,NUMBER,Numeric value to represent the day of the diagnosis for the submitted sample.,[],
histological_type,TEXT,"The histological type of cancer; e.g. Adenosquamous, Astrocytoma, etc.","[""Untreated primary (de novo) GBM""]",
race,TEXT,"The race of a participant, independent from ethnicity; e.g. White, Black or African American, Asian, Native Hawaiian or other Pacific Islander, American Indian or Alaska Native","[""WHITE""]",
h_pylori_infection,TEXT,"Indicator of previous or current diagnosis of Helicobactor pylori infection; e.g. Yes, No, Never, Current",[],
new_tumor_event_after_initial_treatment,TEXT,"Indicates whether a patient has had a new tumor event after initial treatment; Yes, No",[],
days_to_last_known_alive,NUMBER,"Number of days from the date of diagnosis to the last day on which a person was known to be alive. This field is a combination of the days_to_last_followup and days_to death fields. Therefore, this field can be used whether the vital_status is 'alive' or 'dead'.",[144.0],
program_dbgap_accession_number,TEXT,"Program dbGaP accession number, eg phs000178","[""phs000178""]",
year_of_initial_pathologic_diagnosis,NUMBER,Four digit year of the initial pathologic diagnosis,[2003.0],
icd_o_3_histology,TEXT,"Code that represents the histology of the disease using the third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms","[""9440/3""]",
gender,TEXT,"Participant gender; e.g. Male, Female","[""MALE""]",
tumor_tissue_site,TEXT,"The location on the body where the tumor exists; e.g. Brain, Ovary, Lung, etc.","[""Brain""]",
tobacco_smoking_history,NUMBER,"Category describing current smoking status and smoking history as self-reported by a participant.; e.g. 1, 2, etc.",[],
number_of_lymphnodes_examined,NUMBER,The number of lymph nodes examined,[],
age_began_smoking_in_years,NUMBER,"Age, in years, that the participant began smoking",[],
bcr,TEXT,"Biospecimen Core Resource; e.g. Nationwide Children's Hospital, Washington University","[""Nationwide Children's Hospital""]",
history_of_colon_polyps,TEXT,"Indicator if the participant had a previous history of colon polyps as noted in the history/physical or previous endoscopic report(s); e.g. Yes, No",[],
stopped_smoking_year,NUMBER,Four-digit year that the participant stopped smoking; e.g. 2010,[],
other_malignancy_histological_type,TEXT,"The histological type of cancer of the other malignancy; e.g. Adenosquamous, Astrocytoma, etc.",[],
lymphatic_invasion,TEXT,"Indicator if small or thin-walled vessel invasion is present, indicating lymphatic involvement; e.g. Yes, No",[],
year_of_tobacco_smoking_onset,NUMBER,Four-digit year that the participant started smoking; e.g. 2010,[],
bmi,FLOAT,Body Mass Index of participant,[],
disease_code,TEXT,"A code representing the type of cancer. Values can be found at https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/TCGA-study-abbreviations; e.g. OV, GBM, LUAD","[""OV"", ""GBM""]",
anatomic_neoplasm_subdivision,TEXT,"The spatial location, subdivisions and/or atomic site name of a tumor; e.g. Rectum, Larynx, Tonsil, etc.",[],
mononucleotide_and_dinucleotide_marker_panel_analysis_status,TEXT,"Status of the mononucleotide and dinucleotide marker panel analysis; microsatellite-stable (MSS), low level MSI (MSI-L) if less than 40% of markers were altered and high level MSI (MSI-H) if greater than 40% of markers were altered",[],
project_name,TEXT,Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc,"[""Ovarian Serous Cystadenocarcinoma"", ""Glioblastoma Multiforme""]",
days_to_last_followup,NUMBER,"If vital_status indicates 'alive', then this is the number of days from the date of diagnosis to the last followup (communication contact).",[],
neoplasm_histologic_grade,TEXT,"Rating which expresses the degree of abnormality of cancer cells, a measure of differentiation and aggressiveness; e.g. G1, G2, G3, G4",[],
days_to_death,NUMBER,"If vital_status indicates 'dead', then this is the number of days to death (a positive value) relative to the date of diagnosis.",[144.0],
case_gdc_id,TEXT,GDC unique identifer for this case; e.g. 7b4ce492-ff40-4bf1-b3e8-75ff83e8746d. This identifier can be used to find more information at the GDC Data Portal ( https://portal.gdc.cancer.gov/cases/7b4ce492-ff40-4bf1-b3e8-75ff83e8746d ),"[""dc9b4616-e815-43c8-9ec4-720a32868541"", ""dde3c31f-51cb-4236-9aa9-0c9eda6105eb"", ""6f75a5d8-c469-4bed-bde9-572506f41ed3""]",
primary_neoplasm_melanoma_dx,TEXT,"Indicates whether a person had a primary diagnosis of melanoma; e.g. Yes, No",[],
number_of_lymphnodes_positive_by_he,NUMBER,The number of lymph nodes involved with disease as determined by histological examination,[],
height,FLOAT,Height of participant in centimeters,[],
venous_invasion,TEXT,"Indicator if large vessel or venous invasion was detected by surgery or presence in a tumor specimen; e.g. Yes, No",[],
project_short_name,TEXT,"Project name abbreviation; the program name appended with a project name abbreviation; e.g. TCGA-OV, etc.","[""TCGA-OV"", ""TCGA-GBM""]",
days_to_initial_pathologic_diagnosis,NUMBER,The number of days to initial pathologic diagnosis,[0.0],
icd_o_3_site,TEXT,"Code that represents the site of the disease using the third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms","[""C71.9""]",
