column_name,column_type,column_description,sample_value,ref_key
date_created,TEXT,"Date on which this annotation was originally created; includes time-stamp and time-zone, eg 2011-03-14T18:00:42-04:00  --  dates range between March 2009 and June 2016","[""2014-07-16T16:26:32-04:00"", ""2014-07-16T16:26:47-04:00"", ""2015-09-28T13:50:31-04:00""]",
case_barcode,TEXT,TCGA patient/case barcode; e.g. TCGA-06-0119,"[""TCGA-OR-A5KP"", ""TCGA-OR-A5L2"", ""TCGA-OR-A5LH""]",
entity_type,TEXT,"Type of the entity that this annotation applies to; e.g. Shipped Portion, Aliquot, Patient (which has the same meaning as Case), Analyte, etc.","[""Patient"", ""Aliquot""]",
notes,TEXT,Longer descriptive text about this annotation,"[""Extension set. Only DNA from tumor  and normal shipped."", ""The aliquot failed Broad pipeline QC and not all files are suitable for use. Consult the SDRF file to determine which files are usable."", ""Prior Osteosarcoma with Cisplatin, Methotrexate, and Adriamycin given to patient prior to TCGA specimen.""]",
category,TEXT,"Annotation category; one of a relatively short list of phrases from a controlled-vocabulary; e.g. Item is noncanonical, Item flagged DNU, Prior malignancy, etc.","[""Item is noncanonical"", ""Item flagged DNU"", ""History of unacceptable prior treatment related to a prior/other malignancy""]",
entity_barcode,TEXT,Barcode of the entity that this annotation applies to; often the same as the case barcode,"[""TCGA-OR-A5KP"", ""TCGA-OR-A5L2"", ""TCGA-OR-A5LH-10A-01D-A29K-01""]",
sample_barcode,TEXT,TCGA sample barcode; e.g. TCGA-06-0119-01A (note that this field will be null if the annotation applies at a higher level than sample),"[""TCGA-OR-A5LH-10A""]",
project_short_name,TEXT,"Project name abbreviation; the program name appended with a project name abbreviation; e.g. TCGA-OV, etc.","[""TCGA-ACC""]",
aliquot_barcode,TEXT,TCGA aliquot barcode; e.g. TCGA-06-0119-01A-08D-0216-06 (note that this field will be null if the annotation applies at a higher level than aliquot),"[""TCGA-OR-A5LH-10A-01D-A29K-01""]",
case_gdc_id,TEXT,GDC case identifier for the patient/case associated with this specific annotation,"[""653f1d34-73e9-4216-b40b-e25c1cfc7943"", ""a26b6f97-fd7e-4b96-bdf5-9df4f9233726"", ""cf327482-199b-4604-ac19-c8b68d91c5d9""]",
classification,TEXT,"Annotation classification; e.g. Notification, CenterNotification, Observation, or Redaction","[""Notification"", ""CenterNotification""]",
date_edited,TEXT,"Annotations were rarely edited, but if thery were (fewer than 10 out of over 6000 total annotations), this field indicates the date on which it was edited",[],
