column_name,column_type,column_description,sample_value,ref_key
field_goals_att,NUMBER,[Player stats] Field goals attempted,"[9, 8, 4]",
conf_alias,TEXT,[Team info] Team current conference alias,"[""BIG12""]",
team_market,TEXT,[Team info] Team school name (using Sportradar names),"[""Texas""]",
game_id,TEXT,[Game data] Unique identifier for the game,"[""f7b7fa03-7824-420e-99f4-a7154a8c9ee3"", ""771517f4-e73d-4ae9-a81e-2018078a4bfd"", ""89d69934-b0d8-403c-afbe-c5c2652e7c3b""]",
two_points_pct,FLOAT,[Player stats] Two-point shot percentage,"[22.2, 25.0, 1.0]",
active,BOOLEAN,[Player stats] Indicator of whether the player was active for the game,[true],
full_name,TEXT,[Player info] Player full name,"[""Isaiah Taylor"", ""Javan Felix"", ""Connor Lammert""]",
birthplace_country,TEXT,"[Player info] Player's home country (Note: this information comes from the school's website, via Sportradar. While many of these entries indicate the player's birthplace, some of them may instead indicate the town that the players most identifies with.)","["" USA""]",
personal_fouls,NUMBER,[Player stats] Personal fouls committed,"[1, 4, 3]",
abbr_name,TEXT,"[Player info] Player abbreviated name (""F.Last"")","[""I.Taylor"", ""J.Felix"", ""C.Lammert""]",
three_points_att,NUMBER,[Player stats] Three-pointers attempted,"[0, 4, 2]",
home_team,BOOLEAN,[Team info] Indicator of whether the team was the home team,"[true, false]",
tournament_round,TEXT,[Game data] Tournament round,[],
defensive_rebounds,NUMBER,[Player stats] Defensive rebounds,"[0, 2, 6]",
scheduled_date,DATE,[Game data] Date the game was played,"[""2014-01-22"", ""2014-01-09"", ""2014-11-21""]",
position,TEXT,[Player stats] Position,"[""G"", ""F"", ""C""]",
steals,NUMBER,[Player stats] Steals,"[2, 0]",
league_name,TEXT,[Team info] Team current league name,"[""NCAA MEN""]",
two_points_made,NUMBER,[Player stats] Two-pointers made,"[2, 1]",
birthplace_state,TEXT,"[Player info] Player's home state (Note: this information comes from the school's website, via Sportradar. While many of these entries indicate the player's birthplace, some of them may instead indicate the town that the players most identifies with.)","[""CA"", ""LA"", ""TX""]",
tournament,TEXT,[Game data] Whether the game was played in a post-season tournament,[],
starter,BOOLEAN,[Player stats] Indicator of whether the player started the game,"[true, false]",
two_points_att,NUMBER,[Player stats] Two-pointers attempted,"[9, 4, 2]",
gametime,NUMBER,[Game data] Date and time the game was played,"[1390348800000000, 1389232800000000, 1416528000000000]",
first_name,TEXT,[Player info] Player first name,"[""Isaiah"", ""Javan"", ""Connor""]",
status,TEXT,[Player info] Player status as of 2017-18 season,"[""NWT""]",
player_id,TEXT,[Player info] Player Sportradar player ID,"[""db084898-ace0-43bd-81d3-e93266d0cc7c"", ""abdf8747-4776-401b-a6c2-bee08894300f"", ""d2a3cb49-deaf-43f8-9aee-b865ff75a1af""]",
free_throws_pct,FLOAT,[Player stats] Free throw percentage,"[0.0, 100.0]",
turnovers,NUMBER,[Player stats] Turnovers,"[2, 1, 0]",
birth_place,TEXT,"[Player info] Player birth place or home (Note: this information comes from the school's website, via Sportradar. While many of these entries indicate the player's birthplace, some of them may instead indicate the town that the players most identifies with.)","[""Hayward, CA, USA"", ""New Orleans, LA, USA"", ""San Antonio, TX, USA""]",
offensive_rebounds,NUMBER,[Player stats] Offensive rebounds,"[0, 2, 1]",
field_goals_made,NUMBER,[Player stats] Field goals made,"[2, 1]",
three_points_pct,FLOAT,[Player stats] Three-point shot percentage,[0.0],
sp_created,NUMBER,[Table data] Box score data entry time,"[1519142266000000, 1519142267000000, 1519142020000000]",
weight,NUMBER,[Player info] Player weight,"[170, 195, 240]",
division_name,TEXT,[Team info] Team current division name,"[""NCAA Division I""]",
assists,NUMBER,[Player stats] Assists,"[2, 1]",
birthplace_city,TEXT,"[Player info] Player's home city (Note: this information comes from the school's website, via Sportradar. While many of these entries indicate the player's birthplace, some of them may instead indicate the town that the players most identifies with.)","[""Hayward"", ""New Orleans"", ""San Antonio""]",
assists_turnover_ratio,FLOAT,[Player stats] Assist-to-turnover ratio,"[1.0, 2.0, 0.0]",
primary_position,TEXT,[Player stats] Primary position,"[""NA""]",
season,NUMBER,[Game data] Season the game was played in,"[2013, 2014, 2015]",
last_name,TEXT,[Player info] Player last name,"[""Taylor"", ""Felix"", ""Lammert""]",
tournament_game_no,TEXT,[Game data] Tournament game number,[],
minutes_int64,NUMBER,[Player stats] Minutes played (as integer),"[31, 18, 20]",
played,BOOLEAN,[Player stats] Indicator of whether the player played in the game,[true],
tech_fouls,NUMBER,[Player stats] Technical fouls committed,[0],
conf_name,TEXT,[Team info] Team current conference name,"[""Big 12""]",
three_points_made,NUMBER,[Player stats] Three-pointers made,[0],
division_alias,TEXT,[Team info] Team current division alias,"[""D1""]",
height,NUMBER,[Player info] Player height,"[73, 71, 81]",
blocked_att,NUMBER,[Player stats] Number of shots blocked by the other team,"[0, 1]",
points,NUMBER,[Player stats] Points scored,[4],
rebounds,NUMBER,[Player stats] Total rebounds,"[0, 2, 8]",
team_alias,TEXT,[Team info] Team alias,"[""TEX""]",
team_id,TEXT,[Team info] Sportradar team ID,"[""6ed15092-2670-450a-99c2-61d861e87644""]",
free_throws_att,NUMBER,[Player stats] Free throws attempted,"[0, 2, 3]",
minutes,TEXT,[Player stats] Minutes played,"[""31:00"", ""18:00"", ""20:00""]",
neutral_site,BOOLEAN,[Game data] Indicator of whether the game was played on a neutral court,[],
jersey_number,NUMBER,[Player info] Player jersey number,"[1, 3, 21]",
blocks,NUMBER,[Player stats] Blocks,"[0, 1, 2]",
team_name,TEXT,[Team info] Team name,"[""Longhorns""]",
field_goals_pct,FLOAT,[Player stats] Field goal percentage,"[22.2, 12.5, 50.0]",
free_throws_made,NUMBER,[Player stats] Free throws made,"[0, 2]",
flagrant_fouls,NUMBER,[Player stats] Flagrant fouls committed,[0],
class,TEXT,"[Player info] Player's class at game time (Note: this information comes from the school's website, via Sportradar.)",[],
tournament_type,TEXT,[Game data] Type of post-season tournament a game was in played,[],
