column_name,column_type,column_description,sample_value,ref_key
CAMPAIGN_ID,TEXT,,"[""9XfEMD6ekhKrb8q"", ""gcCoXRWljm2V0vQ"", ""i8FUbeD5v1HstnD""]",
NUMBER_CUSTOM_ATTRIBUTES,ARRAY,,"[""[\n  1.640079845000000e+09,\n  1.640077589000000e+09,\n  1.640078505000000e+09,\n  1.640079523000000e+09\n]"", ""[\n  1.690729337000000e+09,\n  1.690731013000000e+09,\n  1.690730834000000e+09,\n  1.690730410000000e+09\n]"", ""[\n  1.657423401000000e+09,\n  1.657422265000000e+09,\n  1.657422499000000e+09,\n  1.657424265000000e+09\n]""]",
DEVICE_ID,TEXT,,"[""sxoqWI1zOhM0uS"", ""BeOQuqci5jaWka"", ""vxRyf5huZFmxya""]",
TIME,NUMBER,,"[1640078076, 1690729900, 1657423130]",
CANVAS_API_ID,TEXT,,[],
IP_POOL,TEXT,,"[""rqKxHgye81sPdg"", ""TjOfprROJfgINV"", ""C1T1Y3un5gqsPH""]",
LANGUAGE,TEXT,,"[""en""]",
APP_GROUP_API_ID,TEXT,,"[""qQGZ2EeiODe7Ys"", ""S4U9sSllOnY9eV"", ""UxXeEIxXh4MODu""]",
CANVAS_STEP_API_ID,TEXT,,[],
CANVAS_STEP_MESSAGE_VARIATION_API_ID,TEXT,,"[""iGGJRoNAOQvLxt"", ""wWQkq4zWB2d5YT"", ""pqH7ZiuJPDzjH6""]",
CAMPAIGN_API_ID,TEXT,,"[""4B7Q0DgtqIiCAYA"", ""RmJD9f6UMLKzyXU"", ""eSSjcCZmN8UBSn4""]",
GENDER,TEXT,,"[""M"", ""F""]",
APP_GROUP_ID,TEXT,,"[""OkIYT1HbF7u"", ""JyWFOSKn8bq""]",
CANVAS_STEP_MESSAGE_VARIATION_ID,TEXT,,"[""Qt89iMjNLFMSQH"", ""hBSPXzVp3fVtVg"", ""RTmPl3oiMEQnVT""]",
SF_CREATED_AT,TIMESTAMP_LTZ,,"[""2021-12-14 11:11:31.229000-08:00"", ""2021-12-14 11:13:42.417000-08:00"", ""2021-12-14 11:11:36.224000-08:00""]",
CANVAS_STEP_ID,TEXT,,[],
EXTERNAL_USER_ID,TEXT,,"[""YcBYz1IKLXd"", ""tskNCVk4PoO"", ""xM1kCRUvVYC""]",
EMAIL_ADDRESS,TEXT,,"[""UeQJbDBn@gmail.com"", ""XPvKBaFC@example.com"", ""NiH8DERc@appboy-co.com""]",
STRING_CUSTOM_ATTRIBUTES,ARRAY,,"[""[\n  \""TM4ITCZ5n5zkUJ\"",\n  \""W4H8mXHQQiksGf\"",\n  \""aAJn2R9RWShGdn\"",\n  \""FHII7mEjyHYkzi\""\n]"", ""[\n  \""FcQ5yl7d9YHHNq\"",\n  \""7jOQ5sumo0pftL\"",\n  \""zlcxXwCStVtuJm\"",\n  \""MRC7DT3mY7HI3v\""\n]"", ""[\n  \""x3eAO7b2PUaRpL\"",\n  \""kzNadFrbQmWSpr\"",\n  \""PCHwy2TzpQNoFZ\"",\n  \""o06O0ye1vInd98\""\n]""]",
TIME_CUSTOM_ATTRIBUTES,ARRAY,,"[""[\n  1640077764,\n  1640078118,\n  1640079047,\n  1640080137\n]"", ""[\n  1690732303,\n  1690732552,\n  1690731187,\n  1690732045\n]"", ""[\n  1657422266,\n  1657423816,\n  1657425168,\n  1657425142\n]""]",
FLOAT_CUSTOM_ATTRIBUTES,ARRAY,,"[""[\n  1.640080561000000e+09,\n  1.640078513000000e+09,\n  1.640078048000000e+09,\n  1.640077511000000e+09\n]"", ""[\n  1.690730751000000e+09,\n  1.690732517000000e+09,\n  1.690732557000000e+09,\n  1.690730358000000e+09\n]"", ""[\n  1.657422999000000e+09,\n  1.657424917000000e+09,\n  1.657422048000000e+09,\n  1.657422042000000e+09\n]""]",
BOOLEAN_CUSTOM_ATTRIBUTES,ARRAY,,"[""[\n  true,\n  true,\n  true,\n  true\n]""]",
TIMEZONE,TEXT,,"[""Europe/Oslo"", ""Indian/Chagos"", ""America/Denver""]",
SENDING_IP,TEXT,,"[""368.053.65.09"", ""201.171.77.70"", ""527.369.21.83""]",
MESSAGE_VARIATION_API_ID,TEXT,,"[""PzxOAirciusKXy"", ""Mr4gOyDBqVIk3i"", ""Ezn64YLkDJI2MB""]",
USER_ID,TEXT,,"[""2YpRi3chBlPMQcx"", ""1zsYrxlCvMj7Rtd"", ""1MiQunIYSU0esCn""]",
ID,TEXT,,"[""avFeZyefNpTWxT"", ""yUr2Tr3T0TTVKk"", ""TzskfNjSC0xzRM""]",
SEND_ID,TEXT,,"[""4Ih43PrsFa9qzE"", ""2g9u2fxJtmVr1j"", ""HCQcPQE9E7yzRz""]",
CANVAS_ID,TEXT,,[],
DISPATCH_ID,TEXT,,"[""lfmsk5TJYC9510"", ""2uWCX5UmbtBYY8"", ""bgynnjdv6HTZ9z""]",
CANVAS_VARIATION_ID,TEXT,,[],
CANVAS_VARIATION_API_ID,TEXT,,"[""7reyk3QIwcV5ek"", ""Gi2T67sdRbbyIy"", ""pwijvQ9uFNWpIE""]",
MESSAGE_VARIATION_ID,TEXT,,"[""GygjcQELNE0OmyP"", ""tT4761lSj64eiNj"", ""rpuoKdS5nsrQWbQ""]",
COUNTRY,TEXT,,"[""US""]",
