column_name,column_type,column_description,sample_value,ref_key
DEVICE_ID,TEXT,,"[""IlJVcDLy4BdNp0"", ""QfsmFTU2cTWgJU"", ""Irgoy7zI8lH3of""]",
SEND_ID,TEXT,,"[""1Qzy3wr5X8gqOh"", ""rJF3tDqKApEzqP"", ""54sv6ycBbiSB5u""]",
GENDER,TEXT,,"[""M"", ""F""]",
CAMPAIGN_API_ID,TEXT,,"[""wPMrOZZ3Mp0b7Tp"", ""Sl3n7oLWNEgcMwZ"", ""VbYvkSQ2vcfILST""]",
COUNTRY,TEXT,,"[""US""]",
MESSAGE_VARIATION_ID,TEXT,,"[""tckGRXy3rDwgn7M"", ""cbSYzXFtp6wxPGl"", ""n0YMmdOSwa2G19M""]",
EXTERNAL_USER_ID,TEXT,,"[""wAYo9V6o5nu"", ""Y4L56TSrB4q"", ""C2oFn2uNxUZ""]",
APP_GROUP_ID,TEXT,,"[""OkIYT1HbF7u"", ""JyWFOSKn8bq""]",
APP_GROUP_API_ID,TEXT,,"[""FkJBtioJpVJFkd"", ""bgQTUYSTlpMYGz"", ""g1wYdHtb76Abxy""]",
APP_API_ID,TEXT,,"[""yZt9zK7v7JM48h"", ""d3ASaV4C6ErBnt"", ""q1CO07EXfuYhvf""]",
REVENUE,NUMBER,,"[535, 7783, 419]",
ID,TEXT,,"[""Lf8Iuz3qPbgesz"", ""TtdiF0qC5lamkq"", ""F9kZeZjCGEASE4""]",
MESSAGE_VARIATION_API_ID,TEXT,,"[""6sccN3ry3C4WqN"", ""0lJBVIYkzPK1xr"", ""OtrIft98TUpBZ2""]",
LANGUAGE,TEXT,,"[""en""]",
SF_CREATED_AT,TIMESTAMP_LTZ,,"[""2021-12-14 11:11:59.286000-08:00"", ""2021-12-14 11:11:56.017000-08:00"", ""2021-12-14 11:11:55.812000-08:00""]",
TIME,NUMBER,,"[1685507043, 1655939241, 1686159200]",
FLOAT_CUSTOM_ATTRIBUTES,ARRAY,,"[""[\n  1.685463789000000e+09,\n  1.685465585000000e+09,\n  1.685464713000000e+09,\n  1.685464269000000e+09\n]"", ""[\n  1.655694647000000e+09,\n  1.655696866000000e+09,\n  1.655697244000000e+09,\n  1.655696019000000e+09\n]"", ""[\n  1.685766703000000e+09,\n  1.685765933000000e+09,\n  1.685767567000000e+09,\n  1.685765525000000e+09\n]""]",
STRING_CUSTOM_ATTRIBUTES,ARRAY,,"[""[\n  \""DYmHrEUcQSz619\"",\n  \""PKKBtPjX33iy60\"",\n  \""97NA3iQw22WgKi\"",\n  \""j5xwYaHw2Rcclg\""\n]"", ""[\n  \""oTCGrcZv74vGVa\"",\n  \""JV7EP7xUC5Pfp6\"",\n  \""HhxEfTcweFc3YG\"",\n  \""cNKbpiq7KAeqft\""\n]"", ""[\n  \""x8PS2Pv5pNzG6X\"",\n  \""rOKsbH6zOwjjUI\"",\n  \""QSDS6Dnrad11KY\"",\n  \""iBrAK0vAAWvo7N\""\n]""]",
NUMBER_CUSTOM_ATTRIBUTES,ARRAY,,"[""[\n  1.685462560000000e+09,\n  1.685464857000000e+09,\n  1.685462469000000e+09,\n  1.685463366000000e+09\n]"", ""[\n  1.655697318000000e+09,\n  1.655695612000000e+09,\n  1.655695140000000e+09,\n  1.655694930000000e+09\n]"", ""[\n  1.685765638000000e+09,\n  1.685768120000000e+09,\n  1.685767733000000e+09,\n  1.685766461000000e+09\n]""]",
DISPATCH_ID,TEXT,,"[""M6pKNqbeDDMh7e"", ""k5eMsRDBP1tOSj"", ""x3bTIrunkiQ9LN""]",
APP_ID,TEXT,,"[""WleeR6PnBPb"", ""cavgwlQbKmE""]",
TIMEZONE,TEXT,,"[""America/Denver"", ""Europe/Oslo"", ""America/New_York""]",
BOOLEAN_CUSTOM_ATTRIBUTES,ARRAY,,"[""[\n  true,\n  true,\n  true,\n  true\n]""]",
USER_ID,TEXT,,"[""1mxZnTlBYV8VXq5"", ""1n1DOUYn84Ryy7A"", ""1mDFdURFj4tdtfp""]",
CAMPAIGN_ID,TEXT,,"[""Nv2PYLbJCWhnlMp"", ""GcfiHP3DyxDJeMh"", ""J3psThKmeES1Mc8""]",
TIME_CUSTOM_ATTRIBUTES,ARRAY,,"[""[\n  1685464410,\n  1685464234,\n  1685463738,\n  1685465545\n]"", ""[\n  1655695617,\n  1655695848,\n  1655695776,\n  1655696753\n]"", ""[\n  1685766824,\n  1685765392,\n  1685766910,\n  1685767056\n]""]",
