column_name,column_type,column_description,sample_value,ref_key
CANVAS_ID,TEXT,,[],
AD_TRACKING_ENABLED,BOOLEAN,,[true],
SF_CREATED_AT,NUMBER,,"[1680773636, 1690200425, 1680877552]",
MESSAGE_VARIATION_API_ID,TEXT,,"[""qU1t8uBDTlIIvr"", ""frPf4siaAMQmRX"", ""VzMasP7n4wuWTz""]",
BUTTON_STRING,TEXT,,"[""O41SEnT"", ""TFFroWv"", ""ZM9rY8F""]",
SLIDE_ID,TEXT,,"[""lUO0Gwt"", ""DoOdkUY"", ""sO1WI6n""]",
CANVAS_API_ID,TEXT,,[],
CAMPAIGN_ID,TEXT,,"[""1b4Crn3LDcPJFfY"", ""jM8YmNSJGUxvoI1"", ""35bKrd586cO6W5t""]",
APP_API_ID,TEXT,,"[""pLXKIITxZuTXoL"", ""VJtifmZfmsdDQx"", ""A5eB2TJGcdtKrf""]",
APP_GROUP_API_ID,TEXT,,"[""VRAYjw6m6NMG2q"", ""1FkWCOhDKZHwbS"", ""J6tNhmweyQ1IFw""]",
BUTTON_ACTION_TYPE,TEXT,,"[""hL41tYS"", ""MFsjfop"", ""OiFHSdM""]",
CAMPAIGN_API_ID,TEXT,,"[""Ijp2gTtonIOb9ig"", ""kiDWsaqA09Zgnq2"", ""CJg7VzNBjtLKyVN""]",
GENDER,TEXT,,"[""F""]",
AD_ID,TEXT,,"[""vmsGKqUaSr55NW"", ""S9hUDfIzlAZAfD"", ""l99A2KCaz2aK0D""]",
SDK_VERSION,TEXT,,"[""1fMtyiB"", ""NmCWifR"", ""FAWVm3g""]",
BROWSER,TEXT,,"[""KTSg1b1"", ""7G2kCYE"", ""jNaFYOb""]",
USER_ID,TEXT,,"[""0GnuCJJGV8GgqmP"", ""1yO1KjvB6nmwYuo"", ""0tAyMAhZlNUfF5L""]",
CANVAS_STEP_MESSAGE_VARIATION_API_ID,TEXT,,"[""RRcpxzooqOgauG"", ""e8YRC4iPr98qsq"", ""SzN655X03rnAuK""]",
CANVAS_STEP_API_ID,TEXT,,[],
LANGUAGE,TEXT,,"[""en""]",
PLATFORM,TEXT,,"[""android"", ""ios""]",
RESOLUTION,TEXT,,"[""p988c7t"", ""HRjJgOL"", ""stQyx46""]",
TIMEZONE,TEXT,,"[""America/New_York"", ""Europe/Oslo"", ""Asia/Singapore""]",
CANVAS_VARIATION_API_ID,TEXT,,"[""vVscK8hLvmNQ0G"", ""jtLIyxTKFMRyXt"", ""bAuJOArgmPpwDP""]",
DISPATCH_ID,TEXT,,"[""VUMPr5ol1UpG9X"", ""75B5iAYqDMpLie"", ""qdhOqPMbUb3xzH""]",
OS_VERSION,TEXT,,"[""WifXr7W"", ""DVaT9cH"", ""h84IcHn""]",
APP_GROUP_ID,TEXT,,"[""JyWFOSKn8bq"", ""OkIYT1HbF7u""]",
AD_ID_TYPE,TEXT,,"[""Qyr8L8Rl9hsS3n"", ""tJbhI1ZlnzVwT2"", ""LKlp8bY0HBMlw8""]",
EXTERNAL_USER_ID,TEXT,,"[""aU6yTesmknA"", ""AZVIqPOUCYq"", ""qesXCckUUyN""]",
SLIDE_ACTION_TYPE,TEXT,,"[""h1i13Ng"", ""n56T8Lj"", ""GRApVJP""]",
SEND_ID,TEXT,,"[""FyOtLNZAHm8Dte"", ""S8Y9K80RlzIJkr"", ""yBLZjJruVdUaOt""]",
ID,TEXT,,"[""kb2ntLOeA5XSQX"", ""hx1J3oIch9ecgy"", ""N242hjNHgzp3cH""]",
DEVICE_MODEL,TEXT,,"[""SAMSUNG GALAXY NOTE 10/10 PLUS"", ""HUAWEI P30 PRO""]",
CARRIER,TEXT,,"[""E2PILK9"", ""sds6IWl"", ""kWDxMRI""]",
DEVICE_ID,TEXT,,"[""Dm0Whuffq0B9Pr"", ""ERuOKzxDAejQ5N"", ""bbSp2O5uWGBpYe""]",
COUNTRY,TEXT,,"[""US""]",
TIME,NUMBER,,"[1680787636, 1690223871, 1680890081]",
