column_name,column_type,column_description,sample_value,ref_key
view_count,TEXT,,[],
accepted_answer_id,TEXT,,[],
favorite_count,TEXT,,[],
comment_count,NUMBER,,[0],
last_edit_date,NUMBER,,"[1295489672800000, 1300135451377000, 1300462071537000]",
owner_user_id,NUMBER,,[],
score,NUMBER,,[0],
creation_date,NUMBER,,"[1295489672800000, 1300134045170000, 1300461877813000]",
post_type_id,NUMBER,,[4],
title,TEXT,,[],
community_owned_date,NUMBER,,[],
last_activity_date,NUMBER,,"[1295489672800000, 1300135451377000, 1300462071537000]",
parent_id,TEXT,,[],
body,TEXT,,"[""SlimDX is an MIT-licensed, open-source framework that allows developers working with managed languages like C# and IronPython to leverage DirectX and many of Microsoft's other gaming-related multimedia APIs."", ""WebMachine is an Erlang framework for creating RESTful Web Services using Erlang/OTP best practices."", ""TCP/IP (Transmission Control Protocol/Internet Protocol) is the basic communication language or protocol of the Internet. It can also be used as a communications protocol in a private network (either an intranet or an extranet).""]",
owner_display_name,TEXT,,"[""user197015"", ""user177800"", ""user614868""]",
id,NUMBER,,"[4742863, 5304008, 5354120]",
last_editor_user_id,NUMBER,,[],
tags,TEXT,,[],
last_editor_display_name,TEXT,,"[""user197015"", ""user177800"", ""user614868""]",
answer_count,TEXT,,[],
