column_name,column_type,column_description,sample_value,ref_key
SeriesInstanceUID,TEXT,,"[""1.2.276.0.7230010.3.1.3.17436516.653383.1696970728.262449"", ""1.2.276.0.7230010.3.1.3.17436516.664776.1696970888.933027"", ""1.2.276.0.7230010.3.1.3.17436516.666590.1696970914.61655""]",
StudyInstanceUID,TEXT,,"[""1.3.6.1.4.1.14519.5.2.1.6655.2359.347530668916195093993314226855"", ""1.3.6.1.4.1.14519.5.2.1.7009.2403.310711020836741121756601412628"", ""1.3.6.1.4.1.14519.5.2.1.4334.1501.235943114230672958648726848000""]",
TrackingUID,TEXT,,[],
PatientID,TEXT,,"[""Lung_Dx-A0190"", ""ACRIN-NSCLC-FDG-PET-241"", ""R01-117""]",
SegmentedPropertyCategory,VARIANT,,"[""{\n  \""CodeMeaning\"": \""Radiologic Finding\"",\n  \""CodeValue\"": \""C35869\"",\n  \""CodingSchemeDesignator\"": \""NCIt\""\n}""]",
SegmentAlgorithmType,TEXT,,"[""SEMIAUTOMATIC""]",
SegmentNumber,NUMBER,,[2],
SegmentedPropertyType,VARIANT,,"[""{\n  \""AnatomicRegionModifierSequence\"": [],\n  \""CodeMeaning\"": \""FDG-Avid Tumor\"",\n  \""CodeValue\"": \""C168968\"",\n  \""CodingSchemeDesignator\"": \""NCIt\"",\n  \""SegmentedPropertyTypeModifierCodeSequence\"": []\n}""]",
SegmentAlgorithmName,TEXT,,"[""BAMF-Lung-FDG-PET-CT""]",
SOPInstanceUID,TEXT,,"[""1.2.276.0.7230010.3.1.4.17436516.653383.1696970728.262450"", ""1.2.276.0.7230010.3.1.4.17436516.664776.1696970888.933028"", ""1.2.276.0.7230010.3.1.4.17436516.666590.1696970914.61656""]",
AnatomicRegion,VARIANT,,"[""{\n  \""CodeMeaning\"": \""Lung\"",\n  \""CodeValue\"": \""39607008\"",\n  \""CodingSchemeDesignator\"": \""SCT\""\n}""]",
segmented_SeriesInstanceUID,TEXT,,[],
TrackingID,TEXT,,[],
FrameOfReferenceUID,TEXT,,"[""1.3.6.1.4.1.14519.5.2.1.6655.2359.138271048259053653884696768856"", ""1.3.6.1.4.1.14519.5.2.1.7009.2403.331653382114194988162880540454"", ""1.3.6.1.4.1.14519.5.2.1.4334.1501.258477471729273768248128963850""]",
viewer_url,TEXT,,[],
AnatomicRegionModifier,VARIANT,,"[""{\n  \""CodeMeaning\"": \""Right and left\"",\n  \""CodeValue\"": \""51440002\"",\n  \""CodingSchemeDesignator\"": \""SCT\""\n}""]",
