column_name,column_type,column_description,sample_value,ref_key
by,TEXT,The username of the item's author.,"[""int0x20"", ""selectnull"", ""physicsguy""]",
id,NUMBER,The item's unique id.,"[32053663, 32053345, 32053485]",
score,NUMBER,Story score,[],
deleted,BOOLEAN,Is deleted?,[],
descendants,NUMBER,Number of story or poll descendants,[],
title,TEXT,Story title,[],
time,NUMBER,Unix time,"[1657528667, 1657525277, 1657526732]",
text,TEXT,Story or comment text,"[""But I&#x27;m buying from&#x2F;through Steam and expect that refunds will be handled by them as well"", ""Self hosted.<p>I pay about 40 Eur (Hetzner) per database server. You can get cheaper; I used to pay 50 usd for 2 database nodes with backup at digitalocean."", ""We&#x27;re using RDS mostly, though for some older services we have Postgres running on EC2 instances. I&#x27;d not recommend it unless you have some good infra people though, since all our EC2 ones are running old distros and old versions of Postgres because... nobody owned the upgrading of that.""]",
type,TEXT,type of details (comment comment_ranking poll story job pollopt),"[""comment""]",
timestamp,NUMBER,Timestamp for the unix time,"[1657528667000000, 1657525277000000, 1657526732000000]",
parent,NUMBER,Parent comment ID,"[32053263, 32053265]",
ranking,NUMBER,Comment ranking,[],
url,TEXT,Story url,[],
dead,BOOLEAN,Is dead?,[],
