column_name,column_type,column_description,sample_value,ref_key
dbh,TEXT,depth height,"[""3""]",
plant_date,NUMBER,Date tree was planted,"[1441804080000000, 1317340800000000, 1233360000000000]",
species,TEXT,Species of tree,"[""Cupressus macrocarpa :: Monterey Cypress"", ""Ulmus parvifolia :: Chinese Elm"", ""Cercis canadensis :: Eastern Redbud""]",
plot_size,TEXT,dimension of tree plot,"["""", ""3x3""]",
x_coordinate,FLOAT,CA State Plane III,"[5991370.3, 6016360.63733, 6015526.48125]",
y_coordinate,FLOAT,CA State Plane III,"[2095943.7, 2094893.94179, 2094420.051093]",
longitude,FLOAT,WGS84,"[-122.472270103664, -122.385796183605, -122.388647039673]",
plant_type,TEXT,Landscaping or Tree,"[""Tree""]",
site_info,TEXT,Description of location of tree,"["":"", ""Median : Cutout"", ""Sidewalk: Curb side : Cutout""]",
latitude,FLOAT,WGS84,"[37.7345659248964, 37.7330981190079, 37.7317507154659]",
site_order,NUMBER,Order of tree at address where multiple trees are at same address. Trees are ordered in ascending address order,"[7.0, 5.0, 4.0]",
care_taker,TEXT,Agency or person that is primary caregiver to tree. Owner of Tree,"[""DPW""]",
permit_notes,TEXT,Tree permit number reference,"[""""]",
location,TEXT,Location formatted for mapping,"[""(37.7345659248964, -122.472270103664)"", ""(37.7330981190079, -122.385796183605)"", ""(37.7317507154659, -122.388647039673)""]",
tree_id,NUMBER,Unique ID for Tree,"[113066, 97434, 91166]",
address,TEXT,Address of Tree,"[""2X Cranleigh Dr"", ""1380x Newcomb Ave"", ""1548x Quesada Ave""]",
legal_status,TEXT,Legal staus: Permitted or DPW maintained,"[""""]",
care_assistant,TEXT,Agency or person that is secondary caregiver to tree,"[""""]",
