column_name,column_type,column_description,sample_value,ref_key
field_goals_made,NUMBER,[Player stats] Field goals made,"[4, 3]",
two_points_pct,FLOAT,[Player stats] Two-point shot percentage,"[0.429, 0.5, 25.0]",
conf_alias,TEXT,[Team info] Team current conference alias,"[""AE""]",
class,TEXT,"[Player info] Player's class at game time (Note: this information comes from the school's website, via Sportradar.)","[""SO"", ""JR""]",
birth_place,TEXT,"[Player info] Player birth place or home (Note: this information comes from the school's website, via Sportradar. While many of these entries indicate the player's birthplace, some of them may instead indicate the town that the players most identifies with.)","[""Wyandanch, NY, USA"", ""Stoughton, MA, USA"", ""South Paris, ME, USA""]",
division_name,TEXT,[Team info] Team current division name,"[""NCAA Division I""]",
season,NUMBER,[Game data] Season the game was played in,"[2014, 2017]",
free_throws_att,NUMBER,[Player stats] Free throws attempted,"[0, 4, 3]",
three_points_pct,FLOAT,[Player stats] Three-point shot percentage,"[33.3, 20.0, 50.0]",
league_name,TEXT,[Team info] Team current league name,"[""NCAA MEN""]",
neutral_site,BOOLEAN,[Game data] Indicator of whether the game was played on a neutral court,[false],
tournament_round,TEXT,[Game data] Tournament round,"[""Quarterfinal 3""]",
tournament,TEXT,[Game data] Whether the game was played in a post-season tournament,"[""Conference""]",
team_market,TEXT,[Team info] Team school name (using Sportradar names),"[""Maine""]",
offensive_rebounds,NUMBER,[Player stats] Offensive rebounds,"[0, 2]",
sp_created,NUMBER,[Table data] Box score data entry time,"[1519142015000000, 1519142017000000, 1519131803000000]",
turnovers,NUMBER,[Player stats] Turnovers,"[3, 1, 2]",
height,NUMBER,[Player info] Player height,"[72, 71, 79]",
personal_fouls,NUMBER,[Player stats] Personal fouls committed,"[3, 2, 0]",
flagrant_fouls,NUMBER,[Player stats] Flagrant fouls committed,[0.0],
rebounds,NUMBER,[Player stats] Total rebounds,"[2, 3, 4]",
player_id,TEXT,[Player info] Player Sportradar player ID,"[""ea23bc8c-8008-47f1-928f-012e013220e8"", ""a11d4367-c405-4044-a05d-5456789c6cc6"", ""3a60c618-dd0e-410e-a4e5-9547154c629f""]",
full_name,TEXT,[Player info] Player full name,"[""Kevin Little"", ""Aaron Calixte"", ""Andrew Fleming""]",
defensive_rebounds,NUMBER,[Player stats] Defensive rebounds,"[2, 3]",
birthplace_state,TEXT,"[Player info] Player's home state (Note: this information comes from the school's website, via Sportradar. While many of these entries indicate the player's birthplace, some of them may instead indicate the town that the players most identifies with.)","[""NY"", ""MA"", ""ME""]",
game_id,TEXT,[Game data] Unique identifier for the game,"[""9d514d37-8e90-4f7c-b9f4-22dc7d2b8f7e"", ""0b8dc1d2-25d7-43c2-a4b9-3bbfc7ba7fb1"", ""ccc6ab7f-e763-4ba1-9eb8-2fdbf161a0ca""]",
team_id,TEXT,[Team info] Sportradar team ID,"[""0095032d-6143-44f2-8974-f6815fc56c5b""]",
abbr_name,TEXT,"[Player info] Player abbreviated name (""F.Last"")","[""K.Little"", ""A.Calixte"", ""A.Fleming""]",
team_alias,TEXT,[Team info] Team alias,"[""ME""]",
scheduled_date,DATE,[Game data] Date the game was played,"[""2015-01-08"", ""2014-12-30"", ""2017-12-21""]",
field_goals_att,NUMBER,[Player stats] Field goals attempted,"[10, 11, 5]",
first_name,TEXT,[Player info] Player first name,"[""Kevin"", ""Aaron"", ""Andrew""]",
tech_fouls,NUMBER,[Player stats] Technical fouls committed,[0],
three_points_made,NUMBER,[Player stats] Three-pointers made,[1],
assists_turnover_ratio,FLOAT,[Player stats] Assist-to-turnover ratio,"[1.33, 0.0, 0.5]",
gametime,NUMBER,[Game data] Date and time the game was played,"[1420675200000000, 1419897600000000, 1513814400000000]",
two_points_att,NUMBER,[Player stats] Two-pointers attempted,"[7, 6, 8]",
division_alias,TEXT,[Team info] Team current division alias,"[""D1""]",
status,TEXT,[Player info] Player status as of 2017-18 season,"[""ACT""]",
team_name,TEXT,[Team info] Team name,"[""Black Bears""]",
jersey_number,NUMBER,[Player info] Player jersey number,"[2, 1, 0]",
starter,BOOLEAN,[Player stats] Indicator of whether the player started the game,"[false, true]",
played,BOOLEAN,[Player stats] Indicator of whether the player played in the game,[true],
points,NUMBER,[Player stats] Points scored,[9],
conf_name,TEXT,[Team info] Team current conference name,"[""America East""]",
position,TEXT,[Player stats] Position,"[""G"", ""F""]",
free_throws_pct,FLOAT,[Player stats] Free throw percentage,"[0.0, 50.0, 66.7]",
minutes,TEXT,[Player stats] Minutes played,"[""25:00"", ""33:00"", ""26:00""]",
tournament_game_no,TEXT,[Game data] Tournament game number,[],
active,BOOLEAN,[Player stats] Indicator of whether the player was active for the game,[true],
blocked_att,NUMBER,[Player stats] Number of shots blocked by the other team,"[0.0, 1.0]",
weight,NUMBER,[Player info] Player weight,"[170, 187, 222]",
last_name,TEXT,[Player info] Player last name,"[""Little"", ""Calixte"", ""Fleming""]",
two_points_made,NUMBER,[Player stats] Two-pointers made,"[3, 2]",
primary_position,TEXT,[Player stats] Primary position,"[""NA""]",
birthplace_country,TEXT,"[Player info] Player's home country (Note: this information comes from the school's website, via Sportradar. While many of these entries indicate the player's birthplace, some of them may instead indicate the town that the players most identifies with.)","["" USA""]",
home_team,BOOLEAN,[Team info] Indicator of whether the team was the home team,"[true, false]",
birthplace_city,TEXT,"[Player info] Player's home city (Note: this information comes from the school's website, via Sportradar. While many of these entries indicate the player's birthplace, some of them may instead indicate the town that the players most identifies with.)","[""Wyandanch"", ""Stoughton"", ""South Paris""]",
assists,NUMBER,[Player stats] Assists,"[4, 0, 1]",
minutes_int64,NUMBER,[Player stats] Minutes played (as integer),"[25, 33, 26]",
free_throws_made,NUMBER,[Player stats] Free throws made,"[0, 2]",
tournament_type,TEXT,[Game data] Type of post-season tournament a game was in played,"[""America East""]",
steals,NUMBER,[Player stats] Steals,"[1, 0]",
three_points_att,NUMBER,[Player stats] Three-pointers attempted,"[3, 5, 2]",
field_goals_pct,FLOAT,[Player stats] Field goal percentage,"[40.0, 36.4, 30.0]",
blocks,NUMBER,[Player stats] Blocks,"[0, 1]",
