column_name,column_type,column_description,sample_value,ref_key
Tissue,TEXT,"one of: 'BM', 'TB', 'LN', 'EX', or 'CSF' or (rarely) blank","[""BM"", ""LN"", ""TB""]",
KaryLong,TEXT,"if the karyotype description exceeds a certain length, the full string is in this column, otherwise this field is null",[],
KaryShort,TEXT,short (possibly truncated) karyotype description,"[""52-54,XY,+3,+6,+7,+8,t(9;22)(q34;q11),+19,+21,+der(22)t(9;22)(q34;q11)x2,+1-3mar"", ""48,XX,del(1)(q22q25),+ider(1)(q10)del(1)(q22q25),+5,del(12)(p12),dup(14)(q24q32)"", ""47-48,X,add(X)(q28),del(3)(p25),+der(3)t(3;9)(q12;p11),t(3;3)(q29;p25),add(4)(q35),+8,-9,+mar""]",
RefNo,NUMBER,reference number,"[48, 96, 133]",
CaseOrder,TEXT,unknown integer field between 0 and 9638369,"[""1""]",
Clones,NUMBER,an integer between 1 and 58,[1],
InvNo,NUMBER,investigation number -- always an integer between 1 and 9,[1],
KaryLength,NUMBER,"length of the karyotype description -- can be as long as thousands of characters, but is usually < 30","[80, 93, 70]",
InvDate,TEXT,investigation date -- eg '19730327' or '20170627' but can also be blank or simply '1',"[""1""]",
CaseNo,TEXT,"case number -- usually an intger, but can also be an arbitrary string","[""1""]",
