column_name,column_type,column_description,sample_value,ref_key
ein,TEXT,Employer Identification Number,"[""310971275"", ""203351522"", ""264163838""]",
totassetsend,NUMBER,Total assets e-o-y,"[17302, 1275, 55236]",
pubsupplesspct170,NUMBER,Public support (170),"[0, 267671]",
s4958excessbenefcd,TEXT,Section 4958 excess benefit transactions?,"[""N""]",
netincunreltd170,NUMBER,Net UBI (170),[0],
totrevnue,NUMBER,Total revenue,"[55409, 36320, 96263]",
basisalesexpnsothr,NUMBER,Cost or other basis and sales expenses,[0],
networthend,NUMBER,Net assets EOY,"[-2599, 1275, 55236]",
totnooforgscnt,NUMBER,Number of organizations supported,[0],
grsinc509,NUMBER,Gross income from interest etc (509),"[0, 10625]",
totcntrbs,NUMBER,Contributions gifts grants etc received,"[0, 36320, 96263]",
gnsaleofastothr,NUMBER,Gain or (loss) from sale of assets,[0],
subtotsuppinc509,NUMBER,Subtotal total support (509),"[0, 10625, 3198]",
grsrcptsadmissn509,NUMBER,Receipts from admissions merchandise etc (509),"[0, 257649, 392449]",
exceeds1pct509,NUMBER,Amount support exceeds total (509),[0],
pubsuppsubtot170,NUMBER,Public support subtotal (170),"[0, 267671]",
totsupp509,NUMBER,Total support (509),"[0, 466672, 525000]",
prohibtdtxshltrcd,TEXT,Party to a prohibited tax shelter transaction?,"[""N""]",
filedf1120polcd,TEXT,File Form 1120-POL?,"[""N""]",
netincunrelatd509,NUMBER,Net income from UBI not in 10b (509),[0],
direxpns,NUMBER,Special events direct expenses,"[8213, 0, 29784]",
totgftgrntrcvd509,NUMBER,Gifts grants membership fees received (509),"[0, 209023, 121926]",
initiationfee,NUMBER,Initiation fees and capital contributions,[0],
unreltxincls511tx509,NUMBER,Net UBI (509),"[0, 3198]",
exceeds2pct170,NUMBER,Amount support exceeds total (170),[0],
totliabend,NUMBER,Total liabilities e-o-y,"[19901, 0, 3160]",
txrevnuelevied170,NUMBER,Tax revenues levied (170),[0],
grspublicrcpts,NUMBER,Gross receipts for public use of club facilities,[0],
duesassesmnts,NUMBER,Membership dues and assessments,"[46700, 0, 12760]",
grsrcptsactivities509,NUMBER,Gross receipts from related activities (509),[0],
othrchgsnetassetfnd,NUMBER,Other changes in net assets,[0],
totnetassetsend,NUMBER,Total net worth e-o-y,"[-2599, 1275, 55236]",
costgoodsold,NUMBER,Less: cost of goods sold,[0],
othrinc170,NUMBER,Other income (170),[0],
rcvdfrmdisqualsub509,NUMBER,Amounts from disqualified persons (509),"[0, 13300, 43025]",
othrevnue,NUMBER,Other revenue - total,"[3089, 0]",
othrinc509,NUMBER,Other income (509),[0],
samepubsuppsubtot170,NUMBER,Public support from line 4 (170),"[0, 267671]",
txrevnuelevied509,NUMBER,Tax revenues levied (509),[0],
grsinc170,NUMBER,Gross income from interest etc (170),[0],
pubsupplesub509,NUMBER,Public support (509),"[0, 453372, 471350]",
chngsinorgcd,TEXT,Significant changes to governing docs?,"[""N""]",
actvtynotprevrptcd,TEXT,Activity not previously reported?,"[""N""]",
totsupport,NUMBER,Sum of amounts of support,[0],
subseccd,NUMBER,Subsection code,"[6, 3]",
totexcessyr,NUMBER,Excess or deficit,"[-2560, -6155, 51798]",
grsalesminusret,NUMBER,Gross sales of inventory,"[0, 425]",
grsamtsalesastothr,NUMBER,Gross amount from sale of assets,[0],
totsupp170,NUMBER,Total support (170),"[0, 267671]",
pubsuppsubtot509,NUMBER,Public support subtotal (509),"[0, 466672, 514375]",
nonpfrea,NUMBER,Reason for non-PF status,"[0, 9, 7]",
loanstoofficerscd,TEXT,Loans to/from officers directors or trustees?,"[""N""]",
loanstoofficers,NUMBER,Amount of loans to/from officers,[0],
srvcsval170,NUMBER,Services or facilities furnished by gov (170),[0],
grsprft,NUMBER,Gross profit (or loss) from sales of inventory,"[0, 425]",
subtotpub509,NUMBER,Public support subtotal (509),"[0, 13300, 43025]",
gftgrntsrcvd170,NUMBER,Gifts grants membership fees received (170),"[0, 267671]",
samepubsuppsubtot509,NUMBER,Public support from line 6 (509),"[0, 466672, 514375]",
filedf990tcd,TEXT,Organization Filed 990T,"[""N""]",
prgmservrev,NUMBER,Program service revenue,[0],
othrinvstinc,NUMBER,Investment income,"[13, 0, 514]",
srvcsval509,NUMBER,Services or facilities furnished by gov (509),[0],
grsrcptsrelated170,NUMBER,Gross receipts from related activities (170),[0],
unrelbusincd,TEXT,UBI over $1000?,"[""N""]",
grsincgaming,NUMBER,Gross income from gaming,"[0, 5670]",
contractioncd,TEXT,Liquidation dissolution termination or contraction,"[""N""]",
politicalexpend,NUMBER,Direct or indirect political expenditures,[0],
tax_pd,NUMBER,Tax period,[201312],
totexpns,NUMBER,Total expenses,"[57969, 42475, 44465]",
netincfndrsng,NUMBER,Special events net income (or loss),"[5607, 0, 52352]",
grsrevnuefndrsng,NUMBER,Special events gross revenue,"[13820, 0, 82136]",
