column_name,column_type,column_description,sample_value,ref_key
title,TEXT,,[],
dead,BOOLEAN,,[],
text,TEXT,,"[""A quick scan of jigneshg&#x27;s past comments reveals that they are definitely not a native English speaker, and as was pointed out above, in Indian culture, this is a perfectly polite way to empathize with another&#x27;s suffering. The irony that this apparent cultural misunderstanding has caused jigneshg&#x27;s karma  to plummet gives me no end of mirth, but the clearly anglophile Western (and perhaps white male) reaction to jigneshg&#x27;s statement is no more accurate for it. There&#x27;s plenty of self-righteous indignation to go around this holiday season, so maybe a little forgiveness is in order, after examining the situation?"", ""Interesting.<p>I would like to meet this person.<p>I find it very helpful to surround myself with people that have a different way of seeing the world."", ""They also finally cashed in the &#x27;big side vs. small side&#x27; credit they&#x27;ve been holding onto since they first branded HD (720 and 1080 are the (exact) pixel-lengths of the small sides, while 4k is (less than) the length of the big side).<p>Edit: Not only that, but they can (defendably) make the claim that 4k is &quot;4 times the size of 1080p&quot; while (deniably) knowing that some people will misinterpret.""]",
url,TEXT,,[],
parent,NUMBER,,"[6940662, 6941171, 7022109]",
ranking,NUMBER,,[],
descendants,NUMBER,,[],
deleted,BOOLEAN,,[],
time,NUMBER,,"[1387538129, 1387546409, 1389167692]",
score,NUMBER,,[],
type,TEXT,,"[""comment""]",
by,TEXT,,"[""seanccox"", ""Fuxy"", ""clhodapp""]",
id,NUMBER,,"[6940894, 6941271, 7022303]",
