column_name,column_type,column_description,sample_value,ref_key
street,TEXT,Street Address,"[""100 N MAIN ST 13TH FLR"", ""916 ROUTE 132"", ""8251 W CENTER RD""]",
acct_pd,NUMBER,Accounting Period,[12],
deductibility,NUMBER,Deductibility Code,"[0, 1]",
revenue_amt,NUMBER,Form 990 Revenue Amount (includes negative sign if amount is negative),[],
state,TEXT,State,"[""NC"", ""VT"", ""NE""]",
classification,NUMBER,Classification Code(s),"[1000, 7000]",
asset_cd,NUMBER,Asset Code,[0],
pf_filing_req_cd,NUMBER,PF Filing Requirement Code,[0],
affiliation,NUMBER,Affiliation Code,"[3, 9, 0]",
ein,TEXT,Employer Identification Number (EIN),"[""216012093"", ""030358952"", ""470390212""]",
sort_name,TEXT,Sort Name (Secondary Name Line),"[""TR UW 15-618"", ""7311 NORWICH TOWN"", ""CHRISTIAN SCIENCE SOCIETY""]",
filing_req_cd,NUMBER,Filing Requirement Code,"[2, 6, 7]",
asset_amt,NUMBER,Asset Amount,[],
tax_period,NUMBER,Tax Period,[201312.0],
ico,TEXT,In Care of Name,"[""% FIRST FIDELITY BANK NA"", ""% MRS ANNE LINGELBACH COOK"", ""% CORPORATION TRUST COMP""]",
income_cd,NUMBER,Income Code,[0],
status,NUMBER,Exempt Organization Status Code,"[12, 1]",
organization,NUMBER,Organization Code,"[6, 1, 0]",
subsection,NUMBER,Subsection Code,"[91, 3, 1]",
name,TEXT,Primary Name of Organization,"[""STEWART TUW FBO PILESGROVE M E CHURCH"", ""BAHAIS OF NORWICH TOWN"", ""OMAHA DOUGLAS FEDERAL CREDIT UNION""]",
activity,NUMBER,Activity Codes,"[909000000, 0]",
income_amt,NUMBER,Income Amount (includes negative sign if amount is negative),[],
group,NUMBER,Group Exemption Number,"[0, 9508, 425]",
zip,TEXT,Zip Code,"[""27150-0001"", ""05055-9474"", ""68124-3110""]",
city,TEXT,City,"[""WINSTON SALEM"", ""NORWICH"", ""OMAHA""]",
foundation,NUMBER,Foundation Code,"[0, 10]",
ruling,NUMBER,Ruling Date,[0],
ntee_cd,TEXT,National Taxonomy of Exempt Entities (NTEE) Code,[],
